,scaled_input_MedInc,scaled_input_HouseAge,scaled_input_AveRooms,scaled_input_AveBedrms,scaled_input_Population,scaled_input_AveOccup,scaled_input_Latitude,scaled_input_Longitude,scaled_input_target,origin_input_MedInc,origin_input_HouseAge,origin_input_AveRooms,origin_input_AveBedrms,origin_input_Population,origin_input_AveOccup,origin_input_Latitude,origin_input_Longitude,origin_input_target,scaled_cf_MedInc,scaled_cf_HouseAge,scaled_cf_AveRooms,scaled_cf_AveBedrms,scaled_cf_Population,scaled_cf_AveOccup,scaled_cf_Latitude,scaled_cf_Longitude,scaled_cf_target,origin_cf_MedInc,origin_cf_HouseAge,origin_cf_AveRooms,origin_cf_AveBedrms,origin_cf_Population,origin_cf_AveOccup,origin_cf_Latitude,origin_cf_Longitude,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,1.0,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,1.0,0.22649071362858042,0.9999999999999999,0.03414003934110735,0.014984391306815455,0.06166398207157364,0.013407021913474851,0.5534819365369195,0.19486767207971503,N,3.7840606457571417,52.0,5.341959334565619,0.8388068000832413,1769.0,17.352423153659785,37.74826502281241,-122.39352857231965,N,0.6408979892730713,Y,1.0,Y
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,1.0,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,1.0,0.2250273426335648,0.9999999999999999,0.03755767939723872,0.015983650698728157,0.06166398207157364,0.013234358530820514,0.5555146281386585,0.19023904382470036,N,3.762841473655216,52.0,5.792018714059965,0.8725151502370965,1769.0,17.13786455074755,37.76739265078477,-122.44,N,0.6409878730773926,Y,1.0,Y
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,1.0,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,1.0,0.22505886055419408,0.9999999999999999,0.03667058260483157,0.016585962825065872,0.06166398207157364,0.013458631933043788,0.5559551304597858,0.19023904382470036,N,3.7632984898079243,52.0,5.675199439535743,0.8928331459655554,1769.0,17.416555881310284,37.771537777626584,-122.44,N,0.6288750171661377,Y,1.0,Y
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,1.0,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,1.0,0.2249280677228911,0.9999999999999999,0.0397000941938398,0.015929250256238675,0.06166398207157364,0.012149007750569745,0.5540059447557285,0.19228351751042702,N,3.7614019675954653,52.0,6.07414727591596,0.8706800419771179,1769.0,15.789163143996449,37.75319594015141,-122.41947348419531,N,0.637347936630249,Y,1.0,Y
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,1.0,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,1.0,0.22516662447850555,0.9999999999999999,0.038735995565506644,0.014746582338598092,0.06166398207157364,0.012184581135752116,0.5533801369322957,0.1935621436194809,N,3.764861088263226,52.0,5.947187846803309,0.830784710888709,1769.0,15.833368091844994,37.7473070885329,-122.4066360780604,N,0.6241202354431152,Y,1.0,Y
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,1.0,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,1.0,0.3361449071690893,0.49019607843137253,0.04589960198576919,0.018375552483498512,0.04429581903494642,0.02019813527180659,0.5302869287991498,0.2370517928286855,N,5.3740683829332285,26.0,6.890542971243934,0.9532019704433498,1272.9999999999998,25.791339222501605,37.53,-121.96999999999998,N,0.7495620250701904,Y,1.0,Y
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,1.0,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,1.0,0.33999531040951164,0.49019607843137253,0.04889521297258499,0.018375552483498512,0.04429581903494642,0.017826974325029016,0.5338911003048062,0.24486754930214982,N,5.4299,26.0,7.285026532938514,0.9532019704433498,1272.9999999999998,22.844837351637977,37.56391525386823,-121.89152980500641,N,0.7504069805145264,Y,1.0,Y
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,1.0,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,1.0,0.3357024075882351,0.49019607843137253,0.04044630591748792,0.014578490264256911,0.04429581903494642,0.01942929882227239,0.5342775055523592,0.2370517928286855,N,5.367652050510927,26.0,6.172413793103448,0.8251144049142665,1272.9999999999998,24.835951508302223,37.5675513272477,-121.96999999999998,N,0.746150016784668,Y,1.0,Y
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,1.0,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,1.0,0.33999531040951164,0.49019607843137253,0.04824148392607313,0.018375552483498512,0.04429581903494642,0.018987840667234485,0.5302869287991498,0.24206945778691416,N,5.4299,26.0,7.198938798654523,0.9532019704433498,1272.9999999999998,24.287377493748327,37.53,-121.91962264381937,N,0.7509691715240479,Y,1.0,Y
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,1.0,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,1.0,0.33771456985848464,0.49019607843137253,0.04044630591748792,0.011882994885825691,0.04429581903494642,0.020188012696977942,0.5302869287991498,0.2370517928286855,N,5.396828805861999,26.0,6.172413793103448,0.7341863608151866,1272.9999999999998,25.778760495734407,37.53,-121.96999999999998,N,0.7973811626434326,Y,1.0,Y
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,1.0,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,1.0,0.33337471207293695,0.35294117647058826,0.04707371340459172,0.022604562246505977,0.049793402899362696,0.014178599652976354,0.14240170031881005,0.6566219282970182,N,5.3339,19.0,7.045158392392364,1.0958605664488017,1429.9999999999998,18.31121730723572,33.88,-117.75751583989795,N,0.6300632953643799,Y,1.0,Y
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,1.0,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,1.0,0.3288591090446582,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.014900970381019663,0.14240170031881005,0.6513944223107568,N,5.268422852969352,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,19.20886480962451,33.88,-117.81,N,0.6278510093688965,Y,1.0,Y
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,1.0,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,1.0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.01581322433467938,0.14240170031881005,0.6513944223107568,N,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,20.342468998245298,33.88,-117.81,N,0.6291279792785645,Y,1.0,Y
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,1.0,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,1.0,0.3273421008439007,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.013702832299808133,0.14656927383285845,0.6532664193846507,N,5.246425930656729,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,17.720009275528245,33.9192168667672,-117.79120514937811,N,0.6466577053070068,Y,1.0,Y
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,1.0,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,1.0,0.32667364017287187,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.015419789413208174,0.14240170031881005,0.6513944223107568,N,5.236733117234676,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,19.853570623905327,33.88,-117.81,N,0.6656930446624756,Y,1.0,Y
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,1.0,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,1.0,0.20579026496186265,0.8627450980392156,0.035953139429396715,0.019234997292670458,0.04030394285314097,0.00318318145451711,0.5472135180781855,0.22229028545120166,N,3.4839000000000007,45.0,5.580721371320402,0.9821939086727501,1158.9999999999998,4.647859559750326,37.68927920511573,-122.11820553406993,N,0.8452637195587158,Y,1.0,Y
