,scaled_input_fLength:,scaled_input_fWidth:,scaled_input_fSize:,scaled_input_fConc:,scaled_input_fConc1:,scaled_input_fAsym:,scaled_input_fM3Long:,scaled_input_fM3Trans:,scaled_input_fAlpha:,scaled_input_fDist:,scaled_input_target,origin_input_fLength:,origin_input_fWidth:,origin_input_fSize:,origin_input_fConc:,origin_input_fConc1:,origin_input_fAsym:,origin_input_fM3Long:,origin_input_fM3Trans:,origin_input_fAlpha:,origin_input_fDist:,origin_input_target,scaled_cf_fLength:,scaled_cf_fWidth:,scaled_cf_fSize:,scaled_cf_fConc:,scaled_cf_fConc1:,scaled_cf_fAsym:,scaled_cf_fM3Long:,scaled_cf_fM3Trans:,scaled_cf_fAlpha:,scaled_cf_fDist:,scaled_cf_target,origin_cf_fLength:,origin_cf_fWidth:,origin_cf_fSize:,origin_cf_fConc:,origin_cf_fConc1:,origin_cf_fAsym:,origin_cf_fM3Long:,origin_cf_fM3Trans:,origin_cf_fAlpha:,origin_cf_fDist:,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.09222651532464314,0.036298960145408024,0.22741002207462852,0.5267704899397522,0.4370975341605151,0.48595257636963235,0.619367916082932,0.5227765338667417,0.5996322222222222,0.10972540980953245,Y,34.708427933250164,9.3064,2.710400694656394,0.4767,0.2786,-9.601959932667153,17.064113903725453,-4.235900000000018,53.966899999999995,55.5175,Y,0.1907808780670166,Y,1.0,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.09077753814087292,0.032839100183412795,0.22721159980009148,0.5304032121692009,0.4404335372106698,0.48385081198480834,0.6252285271042617,0.5243319026065324,0.5996322222222222,0.10972540980953245,Y,34.23041977867606,8.41935418322374,2.70972963052391,0.4798957057452461,0.2807240331420335,-11.54093657076983,20.36496240682491,-3.635923196711346,53.966899999999995,55.5175,Y,0.1747441291809082,Y,1.0,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.09655040340511498,0.0300345833025492,0.22441307223497076,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5248698593996001,0.5996322222222222,0.10972540980953245,Y,36.134850505725296,7.7003265362741695,2.700265010298671,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-3.4284086769997013,53.966899999999995,55.5175,Y,0.17382502555847168,Y,1.0,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.08806922454294801,0.025238633925331776,0.22723449709122157,0.5267704899397522,0.4370975341605151,0.4894523227587278,0.6172238367256968,0.5227765338667417,0.5996322222222222,0.10972540980953245,Y,33.33696472675902,6.470731443044412,2.7098070691625114,0.4767,0.2786,-6.373279050671676,15.856512663667326,-4.235900000000018,53.966899999999995,55.5175,Y,0.1933131217956543,Y,1.0,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.09472303321075522,0.036298960145408024,0.2226911037141419,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.620829679216768,0.5349734508957893,0.6033499507201499,0.10972540980953245,Y,35.532012956512276,9.3064,2.694441312761228,0.4767,0.2786,-3.7894000000000205,17.8874169065434,0.46900829721185794,54.301495564813486,55.5175,Y,0.18758797645568848,Y,1.0,N
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.02839676504784361,0.5556474323470446,-0.2196487997396912,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.2541977710916621,0.6839243201814449,0.7923222222222223,0.6888939512630939,N,13.651408210310796,142.458,1.1984477592803646,0.131,0.0661,-195.688,-188.6092061791275,57.92616563541557,71.309,341.788,N,0.8197579383850098,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,-0.07486518270276188,0.7192855046640871,0.2722720879991131,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.3079813649089526,0.4586162520599711,0.7923222222222223,0.4983031977495056,N,-20.414037149953575,184.41185625678798,2.8621242016130006,0.131,0.0661,-195.688,-158.31688776779023,-28.98545281775002,71.309,247.5831072985092,N,0.7626500129699707,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,-0.12143538484689409,0.5556474323470446,0.33733373098933644,0.13379561214050242,0.10334537458771792,0.5580596762237537,0.35260551821342156,0.8587929820086135,0.4689351945462033,0.6888939512630939,N,-35.777244130988855,142.458,3.0821626782059357,0.131,0.0661,56.920235927162956,-133.18340439872742,125.38100000000001,42.204167509158296,341.788,N,0.7961547374725342,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.04526094749605181,0.5556474323470446,0.019176973763264216,-0.05143830684764919,0.32137378050441134,0.28424359038145586,0.2325522456532619,0.8079870234453994,0.5321682249543144,0.32122299116590247,N,19.21479238278877,142.458,2.0061565252673597,-0.031950278533877,0.20491868604715874,-195.688,-200.80052888969587,105.78281994986199,47.89514024588829,160.05618611669638,N,0.7783100605010986,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,-0.03217600031238643,0.5556474323470446,0.12100716991511862,0.13379561214050242,0.26065914112822547,0.28424359038145586,0.30370860477743966,0.7634632343027181,0.4025111466627604,0.6888939512630939,N,-6.3311533590542535,142.458,2.350546248652931,0.131,0.1662616751563412,-195.688,-160.72341736562174,88.607959740366,36.22600319964843,341.788,N,0.780890703201294,Y,1.0,Y
