,scaled_input_V1,scaled_input_V6,scaled_input_V10,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_target,origin_input_V1,origin_input_V6,origin_input_V10,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_target,scaled_cf_V1,scaled_cf_V6,scaled_cf_V10,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_target,origin_cf_V1,origin_cf_V6,origin_cf_V10,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,Y,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.414562702178955,Y,N,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,Y,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.354856014251709,Y,N,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,Y,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.3542981147766113,Y,N,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,Y,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.353585958480835,Y,N,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,Y,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.3567008972167969,Y,N,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,Y,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.3513767719268799,Y,Y,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,Y,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.3538291454315186,Y,Y,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,Y,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.3512260913848877,Y,Y,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,Y,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.350398302078247,Y,Y,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,Y,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,Y,1.0,1.0,1.0,1.0,1.0,1.0,1.0,N,93.0,81204.0,31.0,3880.9998,43.0,842.0,58.0,N,1.346498966217041,Y,Y,Y
