,scaled_input_V1,scaled_input_V6,scaled_input_V10,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_target,origin_input_V1,origin_input_V6,origin_input_V10,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_target,scaled_cf_V1,scaled_cf_V6,scaled_cf_V10,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_target,origin_cf_V1,origin_cf_V6,origin_cf_V10,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.04075624290578888,0.5,0.08441636637774341,-0.0056020476823282084,0.011920063116108421,0.01136091023354757,Y,40.0,75.00000000000007,16.0,330.366668812889,0.7647139973422153,9.048613206879399,0.6589327935457591,Y,1.0819551944732666,Y,0.0,N
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.04075624290578888,0.5,0.08209194472867112,0.0,0.01080290040430052,0.01730357608147494,Y,40.0,75.00000000000007,16.0,321.3525616577866,1.0,8.10684504082534,1.0036074127255465,Y,1.1452550888061523,Y,0.0,N
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.04095935649711295,0.5,0.0879193804557599,0.0,0.00329361577650188,0.012895742333081835,Y,40.0,92.17853509982469,16.0,343.9513574074369,1.0,1.7765180995910845,0.7479530553187465,Y,1.1079208850860596,Y,0.0,N
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.28470254036333337,0.04075624290578888,0.5,0.08197596968199593,-0.0026079933823950916,0.010029664212672998,0.015891041904133017,Y,39.352690527250004,75.00000000000007,16.0,320.9028104267802,0.8904642779394062,7.455006931283337,0.9216804304397149,Y,1.230522871017456,Y,0.0,N
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29054614132115714,0.0506361135768186,0.5,0.08702347396188559,0.0,0.0,0.011229833328382144,Y,39.79096059908679,910.5999418730099,16.0,340.47703202419234,1.0,-1.0,0.6513303330461644,Y,1.229017972946167,Y,0.0,N
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.031573103142315415,0.06666666666666668,0.06962271518838624,0.004359683880047598,-0.001057429071972498,-0.012167140503927884,N,29.0,-701.6732286355317,3.0,272.99688950056185,1.1831067229619991,-1.891412707672816,-0.7056941492278173,N,1.081111192703247,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.03523542722695993,0.06995527497048964,0.06629488365417979,0.008636942379529403,0.0,-0.006942925818505065,N,29.0,-391.92850685263716,3.0986582491146892,260.09155881090925,1.362751579940235,-1.0,-0.40268969747329375,N,1.073721170425415,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1511463296949109,0.0356406716763943,0.06666666666666668,0.06879415215423625,0.0,-0.00960316123192707,-0.009034514348269702,N,29.335974727118316,-357.6545522972758,3.0,269.7837220541282,1.0,-9.09546491851452,-0.5240018321996427,N,0.9857699871063232,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.03451147721494338,0.07115554021563446,0.06505467124667706,0.0,-0.001043045082660233,-0.007578083866568899,N,29.0,-453.15730306894875,3.134666206469034,255.28201509461366,1.0,-1.8792870046825765,-0.4395288642609962,N,1.0000689029693604,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.03619889341844512,0.06666666666666668,0.06709470170581441,0.0,-0.004169486118805321,-0.010567097835485638,N,29.0,-310.44239024158554,3.0,263.1932532151483,1.0,-4.514876798152885,-0.6128916744581671,N,0.9866211414337158,Y,1.0,Y
0,0.28,0.0398694665153235,0.5666666666666667,0.05698813821557504,0.047619047619047616,0.0,0.0,1.0,39.0,0.0,18.0,224.0,3.0,-1.0,0.0,1.0,0.28,0.043493564619196255,0.5666666666666667,0.08482998226639893,0.04546399747642497,0.01903172600640168,0.019890322422606566,Y,39.0,306.5117212331423,18.0,331.97067122909505,2.9094878940098483,15.043745023396616,1.1536387005111808,Y,1.6476709842681885,Y,1.0,N
0,0.28,0.0398694665153235,0.5666666666666667,0.05698813821557504,0.047619047619047616,0.0,0.0,1.0,39.0,0.0,18.0,224.0,3.0,-1.0,0.0,1.0,0.2701222356921079,0.053779388317605,0.5666666666666667,0.08031654550277123,0.047619047619047616,0.013912570967055346,0.022984368762448627,Y,38.25916767690809,1176.4455463497604,18.0,314.4675634597468,3.0,10.728297325227656,1.3330933882220204,Y,1.5301449298858643,Y,1.0,N
0,0.28,0.0398694665153235,0.5666666666666667,0.05698813821557504,0.047619047619047616,0.0,0.0,1.0,39.0,0.0,18.0,224.0,3.0,-1.0,0.0,1.0,0.28,0.04715290758065942,0.5666666666666667,0.08343234668632023,0.03591837495507012,0.023777762055881686,0.01346610659728581,Y,39.0,616.0043115418506,18.0,326.55064044954986,2.5085717481129453,19.04465341310826,0.781034182642577,Y,1.6610329151153564,Y,1.0,N
0,0.28,0.0398694665153235,0.5666666666666667,0.05698813821557504,0.047619047619047616,0.0,0.0,1.0,39.0,0.0,18.0,224.0,3.0,-1.0,0.0,1.0,0.28,0.05053196838197559,0.5666666666666667,0.08428045824893873,0.047619047619047616,0.00464291704354975,0.026650137698877748,Y,39.0,901.791757873967,18.0,329.83961708938443,3.0,2.9139790677124386,1.5457079865349095,Y,1.6516859531402588,Y,1.0,N
0,0.28,0.0398694665153235,0.5666666666666667,0.05698813821557504,0.047619047619047616,0.0,0.0,1.0,39.0,0.0,18.0,224.0,3.0,-1.0,0.0,1.0,0.28,0.0398694665153235,0.5666666666666667,0.08956945152106807,0.037360020845191355,0.009599489333150989,0.01697082807706665,Y,39.0,0.0,18.0,350.35033299870196,2.569120875498037,7.092369507846283,0.9843080284698656,Y,1.5059309005737305,Y,1.0,N
0,0.16,0.044882709042754446,0.5,0.07607013924703455,0.07142857142857142,0.0,0.0,1.0,30.0,423.9999999999998,16.0,298.0,4.0,-1.0,0.0,1.0,0.15859315065666402,0.04998421449674934,0.4972582432210777,0.08415157154350046,0.06614087064570345,0.006554453931458936,0.008485281531640002,Y,29.8944862992498,855.4649252770721,15.917747296632331,329.3397944456948,3.7779165671195454,4.525404664219883,0.4921463288351201,Y,0.8151109218597412,Y,1.0,N
0,0.16,0.044882709042754446,0.5,0.07607013924703455,0.07142857142857142,0.0,0.0,1.0,30.0,423.9999999999998,16.0,298.0,4.0,-1.0,0.0,1.0,0.1536444040479466,0.044882709042754446,0.5,0.08881106033029285,0.07142857142857142,0.002127101621701117,0.007963152500926366,Y,29.523330303595998,423.9999999999998,16.0,347.40929196087563,4.0,0.7931466670940415,0.4618628450537292,Y,0.8164510726928711,Y,1.0,N
0,0.16,0.044882709042754446,0.5,0.07607013924703455,0.07142857142857142,0.0,0.0,1.0,30.0,423.9999999999998,16.0,298.0,4.0,-1.0,0.0,1.0,0.15661982341955122,0.04978960485285273,0.5,0.08858632250215252,0.0676320775928345,0.002800288799371484,0.004641369405419774,Y,29.746486756466343,839.005620034872,16.0,346.53775866334746,3.8405472588990492,1.360643457870161,0.2691994255143469,Y,0.7674429416656494,Y,1.0,N
