,scaled_input_V1,scaled_input_V6,scaled_input_V10,scaled_input_V12,scaled_input_V13,scaled_input_V14,scaled_input_V15,scaled_input_target,origin_input_V1,origin_input_V6,origin_input_V10,origin_input_V12,origin_input_V13,origin_input_V14,origin_input_V15,origin_input_target,scaled_cf_V1,scaled_cf_V6,scaled_cf_V10,scaled_cf_V12,scaled_cf_V13,scaled_cf_V14,scaled_cf_V15,scaled_cf_target,origin_cf_V1,origin_cf_V6,origin_cf_V10,origin_cf_V12,origin_cf_V13,origin_cf_V14,origin_cf_V15,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.040465059740363504,0.5,0.06601340897369778,0.0,0.0,0.0,N,40.0,50.37289260098353,16.0,259.0,1.0,-1.0,0.0,N,0.07559609413146973,Y,0.0,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.040464269038794264,0.5,0.06601340897369778,0.0,0.0,0.0,N,40.0,50.30601822506343,16.0,259.0,1.0,-1.0,0.0,N,0.0677950382232666,Y,0.0,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.040458212177107336,0.5,0.06601340897369778,0.0,0.0,0.0,N,40.0,49.793753091029856,16.0,259.0,1.0,-1.0,0.0,N,0.06833791732788086,Y,0.0,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.04046653082749646,0.5,0.06601340897369778,0.0,0.0,0.0,N,40.0,50.49731126634047,16.0,259.0,1.0,-1.0,0.0,N,0.06867814064025879,Y,0.0,Y
0,0.29333333333333333,0.04075624290578888,0.5,0.06601340897369778,0.0,0.0,0.0,0.0,40.0,75.00000000000007,16.0,259.0,1.0,-1.0,0.0,0.0,0.29333333333333333,0.04044689599472931,0.5,0.06601340897369778,0.0,0.0,0.0,N,40.0,48.83667565022587,16.0,259.0,1.0,-1.0,0.0,N,0.06852006912231445,Y,0.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.039845309006724346,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,N,29.0,-2.0431454472819404,3.0,321.0,1.0,-1.0,0.0,N,0.16324496269226074,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.039843534709586056,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,N,29.0,-2.1932084020498874,3.0,321.0,1.0,-1.0,0.0,N,0.1701490879058838,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.03984544837227074,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,N,29.0,-2.0313584668300426,3.0,321.0,1.0,-1.0,0.0,N,0.17015600204467773,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.039844621518896804,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,N,29.0,-2.1012904177840874,3.0,321.0,1.0,-1.0,0.0,N,0.17665600776672363,Y,1.0,Y
0,0.1466666666666667,0.039928584941354525,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,1.0,29.0,5.000000000000122,3.0,321.0,1.0,-1.0,0.0,1.0,0.1466666666666667,0.03984300166717114,0.06666666666666668,0.08200103145951522,0.0,0.0,0.0,N,29.0,-2.2382909973338068,3.0,321.0,1.0,-1.0,0.0,N,0.17061710357666016,Y,1.0,Y
