,scaled_input_fLength:,scaled_input_fWidth:,scaled_input_fSize:,scaled_input_fConc:,scaled_input_fConc1:,scaled_input_fAsym:,scaled_input_fM3Long:,scaled_input_fM3Trans:,scaled_input_fAlpha:,scaled_input_fDist:,scaled_input_target,origin_input_fLength:,origin_input_fWidth:,origin_input_fSize:,origin_input_fConc:,origin_input_fConc1:,origin_input_fAsym:,origin_input_fM3Long:,origin_input_fM3Trans:,origin_input_fAlpha:,origin_input_fDist:,origin_input_target,scaled_cf_fLength:,scaled_cf_fWidth:,scaled_cf_fSize:,scaled_cf_fConc:,scaled_cf_fConc1:,scaled_cf_fAsym:,scaled_cf_fM3Long:,scaled_cf_fM3Trans:,scaled_cf_fAlpha:,scaled_cf_fDist:,scaled_cf_target,origin_cf_fLength:,origin_cf_fWidth:,origin_cf_fSize:,origin_cf_fConc:,origin_cf_fConc1:,origin_cf_fAsym:,origin_cf_fM3Long:,origin_cf_fM3Trans:,origin_cf_fAlpha:,origin_cf_fDist:,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,334.177,256.382,5.3233,0.89300007,0.637,464.631,231.446,179.851,90.0,495.56104,Y,7.753430128097534,Y,Y,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,334.177,256.382,5.3233,0.89300007,0.637,464.631,231.446,179.851,90.0,495.56104,Y,7.689239025115967,Y,Y,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,334.177,256.382,5.3233,0.89300007,0.637,464.631,231.446,179.851,90.0,495.56104,Y,7.73570990562439,Y,Y,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,334.177,256.382,5.3233,0.89300007,0.637,464.631,231.446,179.851,90.0,495.56104,Y,7.766216993331909,Y,Y,N
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,N,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y,334.177,256.382,5.3233,0.89300007,0.637,464.631,231.446,179.851,90.0,495.56104,Y,7.756079912185669,Y,Y,N
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,Y,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,Y,,,,,,,,,,,,,,,,,,,,,,,3.6064531803131104,N,Y,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,Y,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,Y,,,,,,,,,,,,,,,,,,,,,,,3.5931899547576904,N,Y,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,Y,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,Y,,,,,,,,,,,,,,,,,,,,,,,3.5937490463256836,N,Y,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,Y,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,Y,,,,,,,,,,,,,,,,,,,,,,,3.6126439571380615,N,Y,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,Y,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,Y,,,,,,,,,,,,,,,,,,,,,,,3.603809118270874,N,Y,Y
