,scaled_input_X1,scaled_input_X2,scaled_input_X3,scaled_input_X4,scaled_input_X5,scaled_input_X6,scaled_input_X7,scaled_input_X8,scaled_input_X9,scaled_input_X10,scaled_input_target,origin_input_X1,origin_input_X2,origin_input_X3,origin_input_X4,origin_input_X5,origin_input_X6,origin_input_X7,origin_input_X8,origin_input_X9,origin_input_X10,origin_input_target,scaled_cf_X1,scaled_cf_X2,scaled_cf_X3,scaled_cf_X4,scaled_cf_X5,scaled_cf_X6,scaled_cf_X7,scaled_cf_X8,scaled_cf_X9,scaled_cf_X10,scaled_cf_target,origin_cf_X1,origin_cf_X2,origin_cf_X3,origin_cf_X4,origin_cf_X5,origin_cf_X6,origin_cf_X7,origin_cf_X8,origin_cf_X9,origin_cf_X10,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04294918038103205,0.2596899542358566,0.06814668313526408,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,0.0,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,0.0,0.27198297158373697,0.16666666666666669,0.3333332882490918,0.04550964115800182,0.2596899542358566,0.06735955651305485,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,Y,8.58151711364505,0.5361273288726807,2.937938928604126,0.2991162500580098,0.4803136885166168,0.30745327491442376,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,Y,0.2832798957824707,Y,0.0,N
0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04294918038103205,0.2596899542358566,0.06814668313526408,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,0.0,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,0.0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04550996030269749,0.2596899542358566,0.06653698250344964,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,Y,8.589754104614258,0.5361273288726807,2.937938928604126,0.29911834766550927,0.4803136885166168,0.3036987508913388,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,Y,0.27921104431152344,Y,0.0,N
0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04294918038103205,0.2596899542358566,0.06814668313526408,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,0.0,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,0.0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04586104626544188,0.2596899542358566,0.06649006867014957,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,Y,8.589754104614258,0.5361273288726807,2.937938928604126,0.3014258920440622,0.4803136885166168,0.3034846192605271,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,Y,0.28005075454711914,Y,0.0,N
0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04294918038103205,0.2596899542358566,0.06814668313526408,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,0.0,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,0.0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04566584230400077,0.2596899542358566,0.06702218535297218,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,Y,8.589754104614258,0.5361273288726807,2.937938928604126,0.30014289627751645,0.4803136885166168,0.30591339143836505,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,Y,0.2774028778076172,Y,0.0,N
0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.04294918038103205,0.2596899542358566,0.06814668313526408,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,0.0,8.589754104614258,0.5361273288726807,2.937938928604126,0.2822873890399933,0.4803136885166168,0.3110460042953491,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,0.0,0.2731366648062038,0.16666666666666669,0.3333332882490918,0.0455919583287445,0.2596899542358566,0.06640217634947543,0.9094487733907585,0.7440941831108666,0.31102362742209116,0.07124930789272141,Y,8.589754104614258,0.5361273288726807,2.937938928604126,0.2996572871394152,0.4803136885166168,0.30308344705527573,8.629097938537598,9.560568809509276,2.0640358924865723,0.3858948051929474,Y,0.2794210910797119,Y,0.0,N
0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.18460680118822786,0.0,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,0.0,0.6488498622434944,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7442639237618989,0.8943241821777629,0.7078726843804664,0.14972160387626307,Y,11.272223026192194,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,7.0617790448129565,11.490814033745327,4.697632266661441,0.8109101810223824,Y,0.4460029602050781,Y,0.0,N
0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.18460680118822786,0.0,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,0.0,0.6503049162918038,0.8944442690329724,0.20285842972858842,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.14889728403183214,Y,11.282611634552051,2.877216100692749,1.787957274911466,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.8064455657834202,Y,0.4644150733947754,Y,0.0,N
0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.18460680118822786,0.0,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,0.0,0.6500719117094058,0.9033734594795236,0.20910380357808042,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7395791139042778,0.8925933951030136,0.7125984775308877,0.14716415629355356,Y,11.280948058305245,2.905939198831379,1.8430028632248583,1.552580952644348,1.784021973609924,2.8853530883789062,7.01732829149112,11.468575842265896,4.728993892669678,0.797058737886867,Y,0.4270589351654053,Y,0.0,N
0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.18460680118822786,0.0,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,0.0,0.6456539211101161,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.3380733387894644,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.1471752190513899,Y,11.249405055399697,2.877216100692749,1.8695980310440063,1.552580952644348,1.5210289618520807,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.7971186551114184,Y,0.4722628593444824,Y,0.0,N
0,0.6623318128385557,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6321484279875477,0.7244094108305462,0.8897638742069726,0.7125984775308877,0.18460680118822786,0.0,11.36847972869873,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.8853530883789062,6.873394012451172,11.432220458984377,4.728993892669678,0.9998525977134703,0.0,0.645100456693028,0.8944442690329724,0.2121212436801812,0.23622053970618379,0.35788114108053515,0.6445165490762045,0.7244094108305462,0.9034351974045818,0.700932517315646,0.15286029943820012,Y,11.245453501107313,2.877216100692749,1.8695980310440063,1.552580952644348,1.784021973609924,2.9418056473043603,6.873394012451172,11.607877827519818,4.65157546370929,0.8279097329935728,Y,0.42487478256225586,Y,0.0,N
0,0.8524260071995035,0.1888888604771716,0.30303032106399963,0.6721545893046884,0.58268736107506,0.3285091333123767,0.9291338226536371,0.7755903144825689,0.33070864302968805,0.20189620006361794,0.0,12.725689888000488,0.6076108813285828,2.670854091644287,4.417797088623047,4.768828868865966,1.4994339942932127,8.815875053405762,9.965250015258787,2.1946709156036377,1.0934940576553345,0.0,0.7282255380254186,0.1888888604771716,0.30303032106399963,0.6721545893046884,0.58268736107506,0.25899498712296515,0.9815236598199832,0.7755903144825689,0.3099368106033199,0.3457666620363606,Y,11.838939300378426,0.6076108813285828,2.670854091644287,4.417797088623047,4.768828868865966,1.1821463961381915,9.312964113416179,9.965250015258787,2.056823485695825,1.8727137516849868,Y,0.17626070976257324,Y,0.0,N
0,0.8524260071995035,0.1888888604771716,0.30303032106399963,0.6721545893046884,0.58268736107506,0.3285091333123767,0.9291338226536371,0.7755903144825689,0.33070864302968805,0.20189620006361794,0.0,12.725689888000488,0.6076108813285828,2.670854091644287,4.417797088623047,4.768828868865966,1.4994339942932127,8.815875053405762,9.965250015258787,2.1946709156036377,1.0934940576553345,0.0,0.6474127972779751,0.1888888604771716,0.30303032106399963,0.6721545893046884,0.58268736107506,0.3285091333123767,0.9291338226536371,0.7755903144825689,0.33070864302968805,0.20189620006361794,Y,11.261962853979485,0.6076108813285828,2.670854091644287,4.417797088623047,4.768828868865966,1.4994339942932127,8.815875053405762,9.965250015258787,2.1946709156036377,1.0934940576553345,Y,0.18921113014221191,Y,0.0,N
