,scaled_input_MedInc,scaled_input_HouseAge,scaled_input_AveRooms,scaled_input_AveBedrms,scaled_input_Population,scaled_input_AveOccup,scaled_input_Latitude,scaled_input_Longitude,scaled_input_target,origin_input_MedInc,origin_input_HouseAge,origin_input_AveRooms,origin_input_AveBedrms,origin_input_Population,origin_input_AveOccup,origin_input_Latitude,origin_input_Longitude,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_MedInc,scaled_cf_HouseAge,scaled_cf_AveRooms,scaled_cf_AveBedrms,scaled_cf_Population,scaled_cf_AveOccup,scaled_cf_Latitude,scaled_cf_Longitude,scaled_cf_target,origin_cf_MedInc,origin_cf_HouseAge,origin_cf_AveRooms,origin_cf_AveBedrms,origin_cf_Population,origin_cf_AveOccup,origin_cf_Latitude,origin_cf_Longitude,origin_cf_target
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,Y,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,Y,75.39185500144958,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,Y,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,Y,75.3167839050293,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,Y,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,Y,75.33060097694397,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,Y,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,Y,75.3093912601471,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.22947959338491886,0.9999999999999999,0.03414003934110735,0.021406705486107562,0.06166398207157364,0.002074261886166336,0.55047821466525,0.19023904382470036,Y,3.8274000000000004,52.0,5.341959334565619,1.055452865064695,1769.0,3.269870609981516,37.720000000000006,-122.44,Y,75.31374788284302,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,Y,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,Y,75.39026880264282,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,Y,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,Y,75.31262612342834,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,Y,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,Y,75.62838506698608,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,Y,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,Y,75.38128685951233,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33999531040951164,0.49019607843137253,0.04044630591748792,0.018375552483498512,0.04429581903494642,0.0019661030318289642,0.5302869287991498,0.2370517928286855,Y,5.4299,26.0,6.172413793103448,0.9532019704433498,1272.9999999999998,3.1354679802955663,37.53,-121.96999999999998,Y,75.41210174560547,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,Y,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,Y,75.391765832901,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,Y,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,Y,75.29398322105408,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,Y,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,Y,75.29799294471741,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,Y,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,Y,75.53262686729431,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.33337471207293695,0.35294117647058826,0.042677480925259484,0.022604562246505977,0.049793402899362696,0.0019500086245972438,0.14240170031881005,0.6513944223107568,Y,5.3339,19.0,6.466230936819172,1.0958605664488017,1429.9999999999998,3.1154684095860565,33.88,-117.81,Y,75.6543939113617,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,Y,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,Y,75.28895211219788,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,Y,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,Y,75.38349890708923,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,Y,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,Y,75.38625001907349,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,Y,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,Y,75.19504308700562,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.20579026496186265,0.8627450980392156,0.03504516577865474,0.019911438675740738,0.04030394285314097,0.0017804451702477003,0.5462274176408073,0.2221115537848597,Y,3.4839000000000007,45.0,5.461152882205514,1.005012531328321,1158.9999999999998,2.904761904761905,37.68,-122.12,Y,75.36166620254517,N,Y,Y,,,,,,,,,,,,,,,,,,
0,0.17180452683411263,0.6862745098039215,0.03248183821782412,0.019846116267708845,0.031444779046151686,0.0014908860159041754,0.6354941551540918,0.28585657370517836,N,2.9911,36.0,5.123595505617978,1.002808988764045,905.9999999999998,2.544943820224719,38.52,-121.48,N,75.1753830909729,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
0,0.17180452683411263,0.6862745098039215,0.03248183821782412,0.019846116267708845,0.031444779046151686,0.0014908860159041754,0.6354941551540918,0.28585657370517836,N,2.9911,36.0,5.123595505617978,1.002808988764045,905.9999999999998,2.544943820224719,38.52,-121.48,N,75.34997892379761,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
0,0.17180452683411263,0.6862745098039215,0.03248183821782412,0.019846116267708845,0.031444779046151686,0.0014908860159041754,0.6354941551540918,0.28585657370517836,N,2.9911,36.0,5.123595505617978,1.002808988764045,905.9999999999998,2.544943820224719,38.52,-121.48,N,75.1966941356659,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
0,0.17180452683411263,0.6862745098039215,0.03248183821782412,0.019846116267708845,0.031444779046151686,0.0014908860159041754,0.6354941551540918,0.28585657370517836,N,2.9911,36.0,5.123595505617978,1.002808988764045,905.9999999999998,2.544943820224719,38.52,-121.48,N,75.11235976219177,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
0,0.17180452683411263,0.6862745098039215,0.03248183821782412,0.019846116267708845,0.031444779046151686,0.0014908860159041754,0.6354941551540918,0.28585657370517836,N,2.9911,36.0,5.123595505617978,1.002808988764045,905.9999999999998,2.544943820224719,38.52,-121.48,N,75.18724203109741,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
0,0.08005406821974871,0.3333333333333333,0.032492503602165185,0.0179100790513834,0.003361579942573009,0.0020582712584858555,0.513283740701381,0.36653386454183234,N,1.6607,18.0,5.125,0.9375,104.0,3.25,37.37,-120.67,N,75.23267197608948,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.49989998,1.0,0.84615386,0.33333334,8.0,0.6923077,32.54,-124.35,Y
