,scaled_input_date,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,scaled_cf_date,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.606665,0.0012933666726795516,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.606665,0.0012933666726795516,0.438374,0.409211,N,0.15538501739501953,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.606665,0.0011493024627859897,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.606665,0.0011493024627859897,0.438374,0.409211,N,0.14946293830871582,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.606665,0.0009770591930216704,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.606665,0.0009770591930216704,0.438374,0.409211,N,0.15009689331054688,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.606665,0.0011931383489767293,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.606665,0.0011931383489767293,0.438374,0.409211,N,0.14777493476867676,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.606665,0.0010152284177062168,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.606665,0.0010152284177062168,0.438374,0.409211,N,0.1524360179901123,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.01307624685240338,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.01307624685240338,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,Y,0.054028987884521484,Y,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.01307552971548598,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.01307552971548598,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,Y,0.056532859802246094,Y,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013075493277921192,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.013075493277921192,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,Y,0.0578920841217041,Y,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.01307516336315415,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.01307516336315415,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,Y,0.0552370548248291,Y,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013075099955369091,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.013075099955369091,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,Y,0.057042837142944336,Y,1.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.013202633898154143,0.680851,0.043074428128251976,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.013202633898154143,0.680851,0.04150703583752115,0.494942,0.003467,0.422915,0.414912,Y,0.03906512260437012,Y,0.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.013184917271534249,0.680851,0.04303524110740571,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.013184917271534249,0.680851,0.041469274753989434,0.494942,0.003467,0.422915,0.414912,Y,0.03358793258666992,Y,0.0,N
