ParticleID_0,ParticleID_1,ParticleID_2,ParticleID_3,ParticleID_4,ParticleID_5,ParticleID_6,ParticleID_7,ParticleID_8,ParticleID_9,ParticleID_10,ParticleID_11,ParticleID_12,ParticleID_13,ParticleID_14,ParticleID_15,ParticleID_16,ParticleID_17,ParticleID_18,ParticleID_19,ParticleID_20,ParticleID_21,ParticleID_22,ParticleID_23,ParticleID_24,ParticleID_25,ParticleID_26,ParticleID_27,ParticleID_28,ParticleID_29,ParticleID_30,ParticleID_31,ParticleID_32,ParticleID_33,ParticleID_34,ParticleID_35,ParticleID_36,ParticleID_37,ParticleID_38,ParticleID_39,ParticleID_40,ParticleID_41,ParticleID_42,ParticleID_43,ParticleID_44,ParticleID_45,ParticleID_46,ParticleID_47,ParticleID_48,ParticleID_49
3.8715800000000002,0.634908,22.0841,0.227555,0.0479376,0.417984,1.2676100000000001,0.832284,3.60069,0.20661300000000002,4.42432,409.11199999999997,0.767461,0.302334,1.9608700000000001,1223.58,0.739402,8.47332,0.285396,1.23284,2.36199,0.305463,131.736,4.65895,0.499569,0.23258299999999998,7.17747,1.5219200000000002,0.12667799999999999,0.43415200000000004,6.19914,1.3228600000000001,0.35889099999999996,120.52799999999999,0.0910578,0.33102800000000004,-0.22982399999999997,-4.35321,1.29082,0.0902602,206.595,46.4854,-0.388044,4.47583,0.0,0.10005,-0.303704,1.9666,0.9805360000000001,0.244036
4.45038,1.84421,1.92881,0.21028899999999998,0.00294118,0.488678,1.43478,0.8658610000000001,3.4416,0.277301,4.10391,89.1967,0.4204,0.175715,2.18367,615.794,0.341383,5.9729,0.35588200000000003,0.698864,0.9487620000000001,0.373529,50.5703,4.87095,0.41427200000000003,0.6588970000000001,35.7612,1.22346,0.19473,-0.186774,5.00307,1.06949,0.737062,446.559,0.18743800000000002,0.382338,1.85257,-3.14927,1.21996,0.06473809999999999,86.513,-22.1051,-0.171718,4.63114,0.0,0.11865,0.408051,0.76297,2.75961,0.140587
4.80149,1.55135,13.2614,0.24948800000000002,0.00526316,0.152248,0.8722139999999999,0.797315,3.37469,0.195633,4.30809,143.216,-0.23571199999999998,0.22562100000000002,1.87973,667.306,0.290547,11.0963,0.26140399999999997,0.613784,1.27883,0.329825,67.6389,3.79713,0.49818199999999996,0.22857199999999997,27.2987,1.67692,0.150773,0.272638,7.744439999999999,1.27379,0.40525700000000003,354.80699999999996,0.031679700000000005,0.288959,-0.497154,-3.94076,1.37789,0.09945019999999999,164.732,14.4031,0.16806600000000002,3.2317,0.00175439,0.14943399999999998,0.35825500000000005,4.2264,2.01819,0.2684
4.84154,1.1923,92.7098,0.25285599999999997,0.00473186,0.21688000000000002,0.8672190000000001,0.801505,3.26084,0.20597600000000002,4.45858,284.423,0.7411270000000001,0.47061099999999995,1.7883799999999999,826.2310000000001,0.34724299999999997,12.5596,0.209779,0.577839,-0.578929,0.31388,101.67299999999999,3.77613,0.49062700000000004,-1.9936099999999999,143.659,1.7780900000000002,0.164491,-0.453103,9.07212,1.27255,0.781126,295.778,0.0856614,0.330644,-0.027384600000000002,-3.19676,1.1701700000000002,0.10525999999999999,163.368,-31.5092,0.318365,7.99719,0.00157729,0.172153,0.202326,2.19119,0.8324959999999999,0.226258
3.96885,2.869,102.59299999999999,0.25319400000000003,0.0,0.191272,0.783686,0.8872959999999999,3.25235,0.141232,4.1535400000000005,68.3216,-0.89013,0.188951,2.10325,452.199,0.205508,11.7027,0.204225,0.21728699999999998,-0.22534200000000001,0.309859,26.8706,2.87478,0.48050600000000004,0.303638,122.30799999999999,1.42028,0.191398,-0.845627,5.796069999999999,0.9448469999999999,1.54892,459.29,0.08054489999999999,0.251258,0.355658,-2.12259,1.19886,0.0892922,111.50200000000001,-29.5762,0.47238500000000005,5.21502,0.0,0.184398,0.0894465,2.02917,0.826523,0.21601599999999999
6.76657,1.5577,83.4321,0.190592,0.0397351,0.260389,0.722422,0.812132,4.08816,0.110374,5.0803199999999995,134.487,0.264236,0.843877,1.8598299999999999,736.492,0.354918,5.5166900000000005,0.286976,0.5830850000000001,-3.48693,0.32450300000000004,64.308,2.99045,0.489091,-7.475630000000001,103.662,1.2579,0.18947999999999998,-1.2195200000000002,5.6471800000000005,1.05139,0.5089779999999999,404.13300000000004,0.08435930000000001,0.33618200000000004,2.24947,-2.97159,0.960218,0.0953857,110.94,-41.4708,1.76908,19.681,0.0949227,0.143754,-0.677492,1.1016299999999999,0.101773,0.26190399999999997
5.7738,1.3985100000000001,10.581,0.32855999999999996,0.012389399999999998,0.0,1.12821,0.77422,3.4201099999999998,0.19311099999999998,4.24682,-1.40662,0.635205,0.293575,2.00228,756.8610000000001,0.274789,13.1181,0.251327,0.574878,0.05957080000000001,0.272566,52.4791,3.77463,0.46377700000000005,-0.8254229999999999,109.583,1.64658,0.191428,-0.406033,7.795669999999999,1.02765,0.9649530000000001,393.233,0.059182500000000006,0.323327,0.523668,-3.0464,1.13727,0.101268,164.925,-33.1116,0.647497,5.08826,0.0,0.159948,0.0325101,4.50551,1.4649299999999998,0.231006
3.20771,0.165262,170.00599999999997,0.23438,0.0332779,0.35078000000000004,1.12739,0.95134,2.90295,0.193953,4.21941,109.125,0.960657,0.484696,5.6944,4168.3,2.54632,31.2569,0.15391,0.830781,-0.9590280000000001,0.348586,519.237,3.1242900000000002,0.48211000000000004,-0.0944477,0.0,1.31274,0.149812,0.23882399999999998,7.0042100000000005,1.26083,0.330671,356.996,0.11683800000000001,0.274242,0.709128,-4.936640000000001,1.66029,0.09928660000000002,188.988,2.98006,-0.35899000000000003,2.06677,0.0,0.202024,-0.45588100000000004,1.68051,-0.00399848,0.25349499999999997
4.59093,1.88064,162.191,0.2522,0.0040568,0.00611943,0.7891520000000001,0.784752,3.49895,0.133296,4.52527,198.368,-0.677222,0.27632399999999996,1.5906799999999999,532.877,0.23041199999999998,20.634,0.259635,1.21349,-0.540115,0.269777,49.5925,3.02955,0.377328,0.0516798,190.78,1.6704,0.126923,0.169436,8.1183,1.30177,1.4876,324.618,0.0944411,0.358742,-0.179895,-2.52966,1.06653,0.115595,140.08100000000002,-29.7651,0.812288,4.5627699999999995,0.0,0.21479499999999999,0.012866999999999998,2.86393,2.9275599999999997,0.23357199999999997
3.82419,0.41066800000000003,44.4028,0.256556,0.013131299999999999,0.40466399999999997,1.23072,0.863742,3.15612,0.221315,4.14254,331.156,0.9049780000000001,0.330261,2.7054099999999996,1885.67,1.15124,3.9006,0.252525,0.8997629999999999,0.711192,0.413131,143.827,4.804,0.490929,0.0369661,9.36801,1.43772,0.149631,0.0283642,7.5374300000000005,1.48966,0.260183,173.048,0.0994775,0.357335,0.200407,-5.11565,1.5654700000000001,0.0825903,158.27700000000002,-14.7827,0.0461264,5.95444,0.0020202,0.13641,0.381785,0.885883,0.0698049,0.26571100000000003
