,scaled_input_date,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,scaled_cf_date,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.1420737807333242,0.053951,0.009412,0.438374,0.4266120801366956,N,0.460865,0.723404,0.136904,0.053951,0.009412,0.438374,0.409211,N,0.04525113105773926,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.725606,0.723404,0.1420737807333242,0.95167,0.009412,0.438374,0.4266120801366956,N,0.725606,0.723404,0.136904,0.95167,0.009412,0.438374,0.409211,N,0.009902000427246094,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.5698654,0.606665,0.009412,0.149186,0.4266120801366956,N,0.460865,0.723404,0.5491291378248,0.606665,0.009412,0.149186,0.409211,N,0.010020971298217773,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.408925,0.723404,0.1420737807333242,0.606665,0.009412,0.345066,0.4266120801366956,N,0.408925,0.723404,0.136904,0.606665,0.009412,0.345066,0.409211,N,0.009673118591308594,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.4452836,0.945579,0.009412,0.438374,0.4266120801366956,N,0.460865,0.723404,0.42908062036320005,0.945579,0.009412,0.438374,0.409211,N,0.009938955307006836,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.05006890740256451,0.662844,0.003467,0.422915,0.43255550655695146,Y,0.013053,1.0,0.048247,0.662844,0.003467,0.422915,0.414912,Y,0.00946497917175293,N,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.37018546,0.534216,0.003467,0.422915,0.43255550655695146,Y,0.013053,1.0,0.35671515148152005,0.534216,0.003467,0.422915,0.414912,Y,0.010045289993286133,N,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.97555068,0.685979,0.003467,0.422915,0.43255550655695146,Y,0.013053,1.0,0.9400523418561602,0.685979,0.003467,0.422915,0.414912,Y,0.009554862976074219,N,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.05006890740256451,0.882679,0.003467,0.422915,0.821251,Y,0.013053,1.0,0.048247,0.882679,0.003467,0.422915,0.7877529929610001,Y,0.009689092636108398,N,1.0,N
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.05006890740256451,0.872213,0.003467,0.422915,0.43255550655695146,Y,0.013053,1.0,0.048247,0.872213,0.003467,0.422915,0.414912,Y,0.009592056274414062,N,1.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.681724,0.680851,0.68621231,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.681724,0.680851,0.6612424164637202,0.494942,0.003467,0.422915,0.414912,Y,0.00962209701538086,Y,0.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.014247,0.680851,0.95923803,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.014247,0.680851,0.92433327656436,0.494942,0.003467,0.422915,0.414912,Y,0.009573221206665039,Y,0.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.014247,0.680851,0.80920223,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.014247,0.680851,0.7797569792547601,0.494942,0.003467,0.422915,0.414912,Y,0.009968280792236328,Y,0.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.014247,0.680851,0.44785351,0.494942,0.003467,0.59791,0.43255550655695146,Y,0.014247,0.680851,0.43155701647812006,0.494942,0.003467,0.59791,0.414912,Y,0.009139060974121094,Y,0.0,N
0,0.014247,0.680851,0.04212380086590868,0.494942,0.003467,0.422915,0.43255550655695146,0.0,0.014247,0.680851,0.040591,0.494942,0.003467,0.422915,0.414912,0.0,0.014247,0.680851,0.38730039,0.494942,0.003467,0.422915,0.43255550655695146,Y,0.014247,0.680851,0.37320730340868,0.494942,0.003467,0.422915,0.414912,Y,0.009688138961791992,Y,0.0,N
0,0.437768,0.021277,0.04932068093797088,0.249926,0.003467,0.422915,0.43255550655695146,0.0,0.437768,0.021277,0.047526,0.249926,0.003467,0.422915,0.414912,0.0,0.938726,0.021277,0.04932068093797088,0.249926,0.003467,0.430578,0.43255550655695146,Y,0.938726,0.021277,0.047526,0.249926,0.003467,0.430578,0.414912,Y,0.009252786636352539,Y,0.0,N
0,0.437768,0.021277,0.04932068093797088,0.249926,0.003467,0.422915,0.43255550655695146,0.0,0.437768,0.021277,0.047526,0.249926,0.003467,0.422915,0.414912,0.0,0.437768,0.021277,0.19732385,0.249926,0.003467,0.422915,0.877078,Y,0.437768,0.021277,0.19014362974620003,0.249926,0.003467,0.422915,0.8413028654580001,Y,0.009446859359741211,Y,0.0,N
0,0.437768,0.021277,0.04932068093797088,0.249926,0.003467,0.422915,0.43255550655695146,0.0,0.437768,0.021277,0.047526,0.249926,0.003467,0.422915,0.414912,0.0,0.437768,0.325183,0.29216414,0.249926,0.003467,0.422915,0.43255550655695146,Y,0.437768,0.325183,0.28153287127368004,0.249926,0.003467,0.422915,0.414912,Y,0.009115934371948242,Y,0.0,N
