,scaled_input_date,scaled_input_period,scaled_input_nswprice,scaled_input_nswdemand,scaled_input_vicprice,scaled_input_vicdemand,scaled_input_transfer,scaled_input_target,origin_input_date,origin_input_period,origin_input_nswprice,origin_input_nswdemand,origin_input_vicprice,origin_input_vicdemand,origin_input_transfer,origin_input_target,scaled_cf_date,scaled_cf_period,scaled_cf_nswprice,scaled_cf_nswdemand,scaled_cf_vicprice,scaled_cf_vicdemand,scaled_cf_transfer,scaled_cf_target,origin_cf_date,origin_cf_period,origin_cf_nswprice,origin_cf_nswdemand,origin_cf_vicprice,origin_cf_vicdemand,origin_cf_transfer,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.460865,0.723404,0.01214933,0.606665,0.009412,0.438374,0.7749937,N,0.460865,0.723404,0.01170724017996,0.606665,0.009412,0.438374,0.7433824819707001,N,0.01947307586669922,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.351322,0.723404,0.02803795,0.414399,0.009412,0.438374,0.3152537,N,0.351322,0.723404,0.0270177050754,0.414399,0.009412,0.438374,0.3023948168307001,N,0.024351119995117188,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.453342,0.723404,0.01059715,0.606665,0.36166,0.438374,0.7138069,N,0.453342,0.723404,0.0102115409058,0.606665,0.36166,0.438374,0.6846914303559001,N,0.02955484390258789,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.733105,0.723404,0.01530937,0.296885,0.009412,0.438374,0.4266120801366956,N,0.733105,0.723404,0.014752292644440002,0.296885,0.009412,0.438374,0.409211,N,0.024483203887939453,Y,1.0,Y
0,0.460865,0.723404,0.1420737807333242,0.606665,0.009412,0.438374,0.4266120801366956,1.0,0.460865,0.723404,0.136904,0.606665,0.009412,0.438374,0.409211,1.0,0.34679,0.03654,0.02890804,0.877793,0.009412,0.438374,0.4266120801366956,N,0.34679,0.03654,0.02785613424048,0.877793,0.009412,0.438374,0.409211,N,0.024294137954711914,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,1.0,0.05006890740256451,0.086752,0.003467,0.422915,0.43255550655695146,N,0.013053,1.0,0.048247,0.086752,0.003467,0.422915,0.414912,N,0.019787073135375977,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.963671,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,N,0.963671,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,N,0.019902944564819336,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.043022,1.0,0.05006890740256451,0.534216,0.003467,0.044123,0.43255550655695146,N,0.043022,1.0,0.048247,0.534216,0.003467,0.044123,0.414912,N,0.019730806350708008,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.885167,1.0,0.05006890740256451,0.534216,0.003467,0.695102,0.43255550655695146,N,0.885167,1.0,0.048247,0.534216,0.003467,0.695102,0.414912,N,0.01989293098449707,Y,1.0,Y
0,0.013053,1.0,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,1.0,0.013053,1.0,0.048247,0.534216,0.003467,0.422915,0.414912,1.0,0.013053,0.615668,0.05006890740256451,0.534216,0.003467,0.422915,0.43255550655695146,N,0.013053,0.615668,0.048247,0.534216,0.003467,0.422915,0.414912,N,0.019685029983520508,Y,1.0,Y
