,scaled_input_lepton_pT,scaled_input_lepton_eta,scaled_input_lepton_phi,scaled_input_missing_energy_magnitude,scaled_input_missing_energy_phi,scaled_input_jet_1_pt,scaled_input_jet_1_eta,scaled_input_jet_1_phi,scaled_input_jet_2_pt,scaled_input_jet_2_eta,scaled_input_jet_2_phi,scaled_input_jet_3_pt,scaled_input_jet_3_eta,scaled_input_jet_3_phi,scaled_input_jet_4_pt,scaled_input_jet_4_eta,scaled_input_jet_4_phi,scaled_input_m_jj,scaled_input_m_jjj,scaled_input_m_lv,scaled_input_m_jlv,scaled_input_m_bb,scaled_input_m_wbb,scaled_input_m_wwbb,scaled_input_target,origin_input_lepton_pT,origin_input_lepton_eta,origin_input_lepton_phi,origin_input_missing_energy_magnitude,origin_input_missing_energy_phi,origin_input_jet_1_pt,origin_input_jet_1_eta,origin_input_jet_1_phi,origin_input_jet_2_pt,origin_input_jet_2_eta,origin_input_jet_2_phi,origin_input_jet_3_pt,origin_input_jet_3_eta,origin_input_jet_3_phi,origin_input_jet_4_pt,origin_input_jet_4_eta,origin_input_jet_4_phi,origin_input_m_jj,origin_input_m_jjj,origin_input_m_lv,origin_input_m_jlv,origin_input_m_bb,origin_input_m_wbb,origin_input_m_wwbb,origin_input_target,scaled_cf_lepton_pT,scaled_cf_lepton_eta,scaled_cf_lepton_phi,scaled_cf_missing_energy_magnitude,scaled_cf_missing_energy_phi,scaled_cf_jet_1_pt,scaled_cf_jet_1_eta,scaled_cf_jet_1_phi,scaled_cf_jet_2_pt,scaled_cf_jet_2_eta,scaled_cf_jet_2_phi,scaled_cf_jet_3_pt,scaled_cf_jet_3_eta,scaled_cf_jet_3_phi,scaled_cf_jet_4_pt,scaled_cf_jet_4_eta,scaled_cf_jet_4_phi,scaled_cf_m_jj,scaled_cf_m_jjj,scaled_cf_m_lv,scaled_cf_m_jlv,scaled_cf_m_bb,scaled_cf_m_wbb,scaled_cf_m_wwbb,scaled_cf_target,origin_cf_lepton_pT,origin_cf_lepton_eta,origin_cf_lepton_phi,origin_cf_missing_energy_magnitude,origin_cf_missing_energy_phi,origin_cf_jet_1_pt,origin_cf_jet_1_eta,origin_cf_jet_1_phi,origin_cf_jet_2_pt,origin_cf_jet_2_eta,origin_cf_jet_2_phi,origin_cf_jet_3_pt,origin_cf_jet_3_eta,origin_cf_jet_3_phi,origin_cf_jet_4_pt,origin_cf_jet_4_eta,origin_cf_jet_4_phi,origin_cf_m_jj,origin_cf_m_jjj,origin_cf_m_lv,origin_cf_m_jlv,origin_cf_m_bb,origin_cf_m_wbb,origin_cf_m_wwbb,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,1.0,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,1.0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.06367556962939648,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.040567640682447156,0.04469826364577072,N,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,1.544725744521045,0.988630175590515,0.7093002796173096,0.0790380984544753,0.7859930109688529,0.7217864028184726,N,0.10384798049926758,Y,1.0,Y
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,1.0,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,1.0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.042450188814427275,0.10747638558668783,0.050139860349348496,-0.010659364206237407,0.0777551064925271,0.05213407097196731,N,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,1.1179157139007607,0.988630175590515,0.7093002796173096,-0.08180259205687732,1.201131634188501,0.7813530188156355,N,0.10086894035339355,Y,1.0,Y
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,1.0,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,1.0,0.03691598588158121,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.07316728485335171,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.06613402579462713,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.07103070655205718,0.10747638558668783,0.06909970768763182,0.0021299182752552827,0.04196133365642851,0.06711939486945745,N,0.5875651940685516,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.7462933909434318,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.9839418005199165,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,1.6926263283806873,0.988630175590515,0.8863206770905863,0.0790380984544753,0.801551365640407,0.9013971505469882,N,0.08868098258972168,Y,1.0,Y
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,1.0,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,1.0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.04017998676495753,0.10747638558668783,0.050139860349348496,-0.046520393430245055,0.05811869701753747,0.054390882566809934,N,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,1.0722654136920093,0.988630175590515,0.7093002796173096,-0.5327983935167251,0.9819225050680425,0.7994318398165954,N,0.7078170776367188,Y,1.0,Y
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,1.0,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,1.0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.054886721400274216,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.06577355233401877,0.05524979074992764,N,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,1.3679954132968724,0.988630175590515,0.7093002796173096,0.0790380984544753,1.0673767307810589,0.806312364240668,N,0.10059809684753418,Y,1.0,Y
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,0.0,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,0.0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06554205832051598,0.05764012196794316,0.03672100966066406,0.05042335081131995,Y,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.8531043492478106,0.7771460263447111,0.7430515232489724,0.7676488161087037,Y,0.5994997024536133,Y,0.0,N
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,0.0,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,0.0,0.06259993927406464,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.011278462808892298,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03337471069694545,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.036464943657647006,0.05042335081131995,Y,0.8052405712851023,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.47763796303705053,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9354216928519441,1.204872012138367,0.87010782957077,0.7473764419555663,0.7401929555668195,0.7676488161087037,Y,0.5377857685089111,Y,0.0,N
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,0.0,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,0.0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07159404496716643,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.014070927970873184,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.036823259435213355,0.05042335081131995,Y,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.7333312261626097,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.6560184701670244,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.7441929785674849,0.7676488161087037,Y,0.5730533599853516,Y,0.0,N
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,0.0,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,0.0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07205799521354755,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06648722270548914,0.055272986991719376,0.03662550191184878,0.05042335081131995,Y,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.7371537834194545,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.8619289654021663,0.7473764419555663,0.7419853318727578,0.7676488161087037,Y,0.5616617202758789,Y,0.0,N
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,0.0,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,0.0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07217447942760356,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03251076018007158,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.036827724168213755,0.05042335081131995,Y,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.7381135147294836,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9180489658429055,1.204872012138367,0.87010782957077,0.7473764419555663,0.744242820175953,0.7676488161087037,Y,0.5240848064422607,Y,0.0,N
