,scaled_input_lineNo,scaled_input_assgNo,scaled_input_prevFixDur,scaled_input_firstfixDur,scaled_input_firstPassFixDur,scaled_input_nextFixDur,scaled_input_firstSaccLen,scaled_input_lastSaccLen,scaled_input_prevFixPos,scaled_input_landingPos,scaled_input_leavingPos,scaled_input_totalFixDur,scaled_input_meanFixDur,scaled_input_regressLen,scaled_input_regressDur,scaled_input_pupilDiamMax,scaled_input_pupilDiamLag,scaled_input_timePrtctg,scaled_input_titleNo,scaled_input_wordNo,scaled_input_target,origin_input_lineNo,origin_input_assgNo,origin_input_prevFixDur,origin_input_firstfixDur,origin_input_firstPassFixDur,origin_input_nextFixDur,origin_input_firstSaccLen,origin_input_lastSaccLen,origin_input_prevFixPos,origin_input_landingPos,origin_input_leavingPos,origin_input_totalFixDur,origin_input_meanFixDur,origin_input_regressLen,origin_input_regressDur,origin_input_pupilDiamMax,origin_input_pupilDiamLag,origin_input_timePrtctg,origin_input_titleNo,origin_input_wordNo,origin_input_target,scaled_cf_lineNo,scaled_cf_assgNo,scaled_cf_prevFixDur,scaled_cf_firstfixDur,scaled_cf_firstPassFixDur,scaled_cf_nextFixDur,scaled_cf_firstSaccLen,scaled_cf_lastSaccLen,scaled_cf_prevFixPos,scaled_cf_landingPos,scaled_cf_leavingPos,scaled_cf_totalFixDur,scaled_cf_meanFixDur,scaled_cf_regressLen,scaled_cf_regressDur,scaled_cf_pupilDiamMax,scaled_cf_pupilDiamLag,scaled_cf_timePrtctg,scaled_cf_titleNo,scaled_cf_wordNo,scaled_cf_target,origin_cf_lineNo,origin_cf_assgNo,origin_cf_prevFixDur,origin_cf_firstfixDur,origin_cf_firstPassFixDur,origin_cf_nextFixDur,origin_cf_firstSaccLen,origin_cf_lastSaccLen,origin_cf_prevFixPos,origin_cf_landingPos,origin_cf_leavingPos,origin_cf_totalFixDur,origin_cf_meanFixDur,origin_cf_regressLen,origin_cf_regressDur,origin_cf_pupilDiamMax,origin_cf_pupilDiamLag,origin_cf_timePrtctg,origin_cf_titleNo,origin_cf_wordNo,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.14009864313973253,0.05267640126392925,0.04872669152983554,0.04562737642585551,0.08141112618724558,0.0,0.0,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.4444444444444445,1.0,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,149.0134,67.574,66.0303,80.0,80.0,0.0,0.0,0.0416000000000001,0.1201,0.0076,10.000000000000002,5.000000000000001,1.0,0.6349820743637796,0.7134328358208955,0.1727799227799228,0.003947141789914288,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.16956740914285132,0.1768740384727867,0.04872669152983554,0.0008594645367349107,-0.05680552865274144,0.0,-0.12014937624246073,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.26159786952117814,Y,6937.54418034993,239.99999999999997,179.0,22.90904349916683,80.0,99.0,199.1438,478.3513,180.35732252142924,224.26044744726758,66.0303,21.130195865806407,-21.865674617070443,0.0,-1338.4640513410125,0.0416000000000001,0.1201,0.0076,10.000000000000002,3.3543808256906034,Y,0.2839317321777344,Y,1.0,N
0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.14009864313973253,0.05267640126392925,0.04872669152983554,0.04562737642585551,0.08141112618724558,0.0,0.0,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.4444444444444445,1.0,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,149.0134,67.574,66.0303,80.0,80.0,0.0,0.0,0.0416000000000001,0.1201,0.0076,10.000000000000002,5.000000000000001,1.0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.062166232855611646,0.043731778425655975,0.1828021694158759,0.12360299134137658,0.3870060050114181,0.14009864313973253,0.1957528292899297,0.04872669152983554,0.04562737642585551,-0.04341549330443514,-0.12481649400335561,-0.12228656844924088,0.4952932903869709,0.2691967951763067,0.022362204724409446,1.0,0.4444444444444445,Y,7802.0,239.99999999999997,179.0,65.81651361458579,80.0,189.38304751484742,199.1438,744.6516833508435,149.0134,248.0777336027507,66.0303,80.0,-11.997218565368703,-3118.7897356618464,-1362.2723725245432,0.0416000000000001,0.3278025798760424,0.0076,10.000000000000002,5.000000000000001,Y,0.2788088321685791,Y,1.0,N
0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.14009864313973253,0.05267640126392925,0.04872669152983554,0.04562737642585551,0.08141112618724558,0.0,0.0,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.4444444444444445,1.0,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,149.0134,67.574,66.0303,80.0,80.0,0.0,0.0,0.0416000000000001,0.1201,0.0076,10.000000000000002,5.000000000000001,1.0,0.6610801976408149,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.16634913102036603,0.1479799533484207,0.3774722622762656,0.20185398544340372,0.10403712830799458,0.04872669152983554,0.10636638797496513,0.08141112618724558,-0.08946690063145137,-0.13365893063197656,0.4952932903869709,0.23274303666391705,0.022362204724409446,0.9236979718116974,0.33388076801645256,Y,7222.640079028263,239.99999999999997,179.0,80.0,80.0,172.3376997370992,238.4189081009908,726.3074781332638,214.6983582451384,132.37015908723154,66.0303,159.87180018707917,80.0,-2235.509446078075,-1488.9604872402188,0.0416000000000001,0.1201,0.0076,9.313281746305277,4.004926912148073,Y,0.2397017478942871,Y,1.0,N
0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.14009864313973253,0.05267640126392925,0.04872669152983554,0.04562737642585551,0.08141112618724558,0.0,0.0,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.4444444444444445,1.0,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,149.0134,67.574,66.0303,80.0,80.0,0.0,0.0,0.0416000000000001,0.1201,0.0076,10.000000000000002,5.000000000000001,1.0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.2105137381280877,0.2052743262362583,0.04872669152983554,0.04562737642585551,-0.04454762034430251,-0.06469060021174242,-0.17201698647840846,0.4952932903869709,0.23274303666391705,-0.06261197952189589,1.0,0.4444444444444445,Y,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,223.9091483126542,260.0899551266706,66.0303,80.0,-12.831596193750954,-1616.4240274908077,-1916.2692293694702,0.0416000000000001,0.1201,-0.019379303498201945,10.000000000000002,5.000000000000001,Y,0.2784149646759033,Y,1.0,N
0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.08141112618724558,0.043731778425655975,0.09555984555984556,0.12360299134137658,0.2486059317988496,0.14009864313973253,0.05267640126392925,0.04872669152983554,0.04562737642585551,0.08141112618724558,0.0,0.0,0.4952932903869709,0.23274303666391705,0.022362204724409446,1.0,0.4444444444444445,1.0,7802.0,239.99999999999997,179.0,80.0,80.0,99.0,199.1438,478.3513,149.0134,67.574,66.0303,80.0,80.0,0.0,0.0,0.0416000000000001,0.1201,0.0076,10.000000000000002,5.000000000000001,1.0,0.7141157085316733,0.7134328358208955,0.1727799227799228,0.0064759552358274325,0.043731778425655975,0.18933976269106279,0.16867245625739904,0.2945441961930271,0.2877368012077369,0.08127314400211856,0.04872669152983554,0.04562737642585551,0.027553555462727315,-0.03707724596417782,-0.14026999817016667,0.4952932903869709,0.23274303666391705,-0.09017119722498368,1.0,0.4444444444444445,Y,7802.0,239.99999999999997,179.0,24.77277900880482,80.0,196.15599414794104,271.757774871811,566.7427085786113,306.04606934218765,103.65135323237514,66.0303,80.0,40.30697037603003,-926.4491449069112,-1562.6077796156565,0.0416000000000001,0.1201,-0.02812935511893232,10.000000000000002,5.000000000000001,Y,0.26493191719055176,Y,1.0,N
0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.08133702442865895,0.22062005326342277,0.10933950840140198,0.024902392981045497,0.0194735466827727,0.060076045627376416,0.10719131614654002,0.0,0.0,0.5141995191217166,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.1111111111111111,0.0,548.0,17.0,417.0,99.0,98.99999999999999,119.0,131.0467,424.5027,116.297,32.5346,27.0601,98.99999999999999,99.0,0.0,0.0,0.2082999999999997,0.012800000000000039,0.0214,8.0,2.0,0.0,0.05007323324789454,0.050371166639972216,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.10445352607680136,0.21728515810245594,0.13213258762289837,0.024902392981045497,0.007724487608629616,0.05186206302115886,0.08508624437889606,-0.0087521443924256,-0.019465789885245915,0.5141995191217166,0.21391087631851452,0.05001549645327903,0.7777777777777777,0.07632096410034986,Y,548.0,17.874340824390693,417.0,99.0,98.99999999999999,119.0,168.29100882261585,418.0859124999217,140.54044843851864,32.5346,11.408340699422006,88.1986128728239,82.70856210724641,-218.68983193353847,-216.8488993216395,0.2082999999999997,0.012800000000000039,0.016379920123916095,8.0,1.6868886769031488,Y,0.5190081596374512,Y,0.0,N
0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.08133702442865895,0.22062005326342277,0.10933950840140198,0.024902392981045497,0.0194735466827727,0.060076045627376416,0.10719131614654002,0.0,0.0,0.5141995191217166,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.1111111111111111,0.0,548.0,17.0,417.0,99.0,98.99999999999999,119.0,131.0467,424.5027,116.297,32.5346,27.0601,98.99999999999999,99.0,0.0,0.0,0.2082999999999997,0.012800000000000039,0.0214,8.0,2.0,0.0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.08205816154384124,0.057580174927113696,0.13124259372135577,0.10205741025395507,0.22062005326342277,0.1305969245578637,0.024902392981045497,0.0030268374823854104,0.060076045627376416,0.10719131614654002,-0.021921032424237687,0.0,0.5141995191217166,0.2340363653118032,0.0658267716535433,0.7499962646705761,0.07623375099268295,Y,548.0,17.0,417.0,80.476865057811,98.99999999999999,135.96732709532458,164.43049052104945,424.5027,138.9070680613297,32.5346,5.1502660237981,98.99999999999999,99.0,-547.740837184427,0.0,0.2082999999999997,0.12746899863706088,0.0214,7.7499663820351845,1.6861037589341465,Y,0.6002261638641357,Y,0.0,N
0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.08133702442865895,0.22062005326342277,0.10933950840140198,0.024902392981045497,0.0194735466827727,0.060076045627376416,0.10719131614654002,0.0,0.0,0.5141995191217166,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.1111111111111111,0.0,548.0,17.0,417.0,99.0,98.99999999999999,119.0,131.0467,424.5027,116.297,32.5346,27.0601,98.99999999999999,99.0,0.0,0.0,0.2082999999999997,0.012800000000000039,0.0214,8.0,2.0,0.0,0.05007323324789454,0.062115416496254856,0.40250965250965254,0.09222075513136527,0.057580174927113696,0.11486486486486487,0.0985812341794929,0.22062005326342277,0.12378599432596318,0.024902392981045497,0.0194735466827727,0.039410234632539065,0.10719131614654002,0.0,0.0,0.5141995191217166,0.24368302078688675,0.0658267716535433,0.767571660768479,0.0664381793826471,Y,548.0,21.808664526245376,417.0,87.96669653181621,98.99999999999999,119.0,158.8298258006824,424.5027,131.66274471691287,32.5346,27.0601,71.82445854178887,99.0,0.0,0.0,0.2082999999999997,0.18243274753744446,0.0214,7.9081449469163125,1.597943614443824,Y,0.5722501277923584,Y,0.0,N
0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.08133702442865895,0.22062005326342277,0.10933950840140198,0.024902392981045497,0.0194735466827727,0.060076045627376416,0.10719131614654002,0.0,0.0,0.5141995191217166,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.1111111111111111,0.0,548.0,17.0,417.0,99.0,98.99999999999999,119.0,131.0467,424.5027,116.297,32.5346,27.0601,98.99999999999999,99.0,0.0,0.0,0.2082999999999997,0.012800000000000039,0.0214,8.0,2.0,0.0,0.05007323324789454,0.06714502085809455,0.40250965250965254,0.08633205356887405,0.057580174927113696,0.11486486486486487,0.09440699945151927,0.22062005326342277,0.13063549405943958,0.024902392981045497,0.0194735466827727,0.03221418421610602,0.08583968381264993,0.0,-0.01746259285699486,0.5141995191217166,0.24506242030983102,0.0658267716535433,0.7777777777777777,0.08792353679209734,Y,548.0,23.493581987461678,417.0,83.62672348026018,98.99999999999999,119.0,152.10447913391155,424.5027,138.94809181742986,32.5346,27.0601,62.36165224417942,83.26384696992301,0.0,-194.53328442692273,0.2082999999999997,0.19029215219932405,0.0214,8.0,1.7913118311288763,Y,0.560279130935669,Y,0.0,N
0,0.05007323324789454,0.04776119402985075,0.40250965250965254,0.10719131614654002,0.057580174927113696,0.11486486486486487,0.08133702442865895,0.22062005326342277,0.10933950840140198,0.024902392981045497,0.0194735466827727,0.060076045627376416,0.10719131614654002,0.0,0.0,0.5141995191217166,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.1111111111111111,0.0,548.0,17.0,417.0,99.0,98.99999999999999,119.0,131.0467,424.5027,116.297,32.5346,27.0601,98.99999999999999,99.0,0.0,0.0,0.2082999999999997,0.012800000000000039,0.0214,8.0,2.0,0.0,0.05007323324789454,0.060932739334966075,0.40250965250965254,0.10719131614654002,0.08224309752407818,0.13816688937338906,0.08662431248563819,0.22062005326342277,0.11917275089363995,0.024902392981045497,0.007715508603992779,0.04935243120705708,0.10719131614654002,-0.009830829630839184,-0.029328636126203907,0.5290385405851519,0.21391087631851452,0.0658267716535433,0.7777777777777777,0.06958969771309026,Y,548.0,21.412467677213634,417.0,99.0,132.83752980303527,143.14089739083107,139.56535010656089,424.5027,126.75595137850405,32.5346,11.396379127142245,84.89844703728008,99.0,-245.6429399857787,-326.7210064459115,0.3391386200474014,0.012800000000000039,0.0214,8.0,1.6263072794178124,Y,0.6158697605133057,Y,0.0,N
