,scaled_input_age,scaled_input_workclass,scaled_input_education,scaled_input_marital-status,scaled_input_occupation,scaled_input_relationship,scaled_input_race,scaled_input_sex,scaled_input_capital-gain,scaled_input_capital-loss,scaled_input_hours-per-week,scaled_input_native-country,scaled_input_class,origin_input_age,origin_input_workclass,origin_input_education,origin_input_marital-status,origin_input_occupation,origin_input_relationship,origin_input_race,origin_input_sex,origin_input_capital-gain,origin_input_capital-loss,origin_input_hours-per-week,origin_input_native-country,origin_input_class,scaled_cf_age,scaled_cf_workclass,scaled_cf_education,scaled_cf_marital-status,scaled_cf_occupation,scaled_cf_relationship,scaled_cf_race,scaled_cf_sex,scaled_cf_capital-gain,scaled_cf_capital-loss,scaled_cf_hours-per-week,scaled_cf_native-country,scaled_cf_class,origin_cf_age,origin_cf_workclass,origin_cf_education,origin_cf_marital-status,origin_cf_occupation,origin_cf_relationship,origin_cf_race,origin_cf_sex,origin_cf_capital-gain,origin_cf_capital-loss,origin_cf_hours-per-week,origin_cf_native-country,origin_cf_class,running_time,Found,ground_truth,prediction
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,0.0,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,0.0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,0.14285714285714282,Haiti,<=50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,14.999999999999998,Haiti,<=50K,0.09543108940124512,Y,0,>50K
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,0.0,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,0.0,0.5205479452054793,State-gov,Prof-school,Widowed,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,<=50K,54.99999999999999,State-gov,Prof-school,Widowed,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,<=50K,0.09466814994812012,Y,0,>50K
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,0.0,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,0.0,0.5205479452054793,State-gov,Bachelors,Separated,Prof-specialty,Husband,White,Male,0.0,0.0,0.30323012,United-States,<=50K,54.99999999999999,State-gov,Bachelors,Separated,Prof-specialty,Husband,White,Male,0.0,0.0,30.71655176,United-States,<=50K,0.09435415267944336,Y,0,>50K
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,0.0,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,0.0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Other-service,Husband,Other,Male,0.0,0.0,0.14285714285714282,United-States,<=50K,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Other-service,Husband,Other,Male,0.0,0.0,14.999999999999998,United-States,<=50K,0.0967719554901123,Y,0,>50K
0,0.5205479452054793,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,0.0,54.99999999999999,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,0.0,0.5205479452054793,Local-gov,Bachelors,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,0.14285714285714282,United-States,<=50K,54.99999999999999,Local-gov,Bachelors,Never-married,Prof-specialty,Husband,White,Male,0.0,0.0,14.999999999999998,United-States,<=50K,0.09457993507385254,Y,0,>50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,0.0,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0.0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Own-child,White,Male,0.9,0.0,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Own-child,White,Male,89999.1,0.0,20.0,United-States,>50K,0.09482288360595703,Y,0,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,0.0,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0.0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.9,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,3920.4,20.0,United-States,>50K,0.09425902366638184,Y,0,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,0.0,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0.0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1.0,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,4356.0,20.0,United-States,>50K,0.09418082237243652,Y,0,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,0.0,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0.0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.5,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,2178.0,20.0,United-States,>50K,0.09389090538024902,Y,0,<=50K
0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,0.19387755102040813,United-States,0.0,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States,0.0,0.6575342465753424,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.9,0.19387755102040813,United-States,>50K,65.0,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,3920.4,20.0,United-States,>50K,0.09462904930114746,Y,0,<=50K
