,scaled_input_fLength:,scaled_input_fWidth:,scaled_input_fSize:,scaled_input_fConc:,scaled_input_fConc1:,scaled_input_fAsym:,scaled_input_fM3Long:,scaled_input_fM3Trans:,scaled_input_fAlpha:,scaled_input_fDist:,scaled_input_target,origin_input_fLength:,origin_input_fWidth:,origin_input_fSize:,origin_input_fConc:,origin_input_fConc1:,origin_input_fAsym:,origin_input_fM3Long:,origin_input_fM3Trans:,origin_input_fAlpha:,origin_input_fDist:,origin_input_target,scaled_cf_fLength:,scaled_cf_fWidth:,scaled_cf_fSize:,scaled_cf_fConc:,scaled_cf_fConc1:,scaled_cf_fAsym:,scaled_cf_fM3Long:,scaled_cf_fM3Trans:,scaled_cf_fAlpha:,scaled_cf_fDist:,scaled_cf_target,origin_cf_fLength:,origin_cf_fWidth:,origin_cf_fSize:,origin_cf_fConc:,origin_cf_fConc1:,origin_cf_fAsym:,origin_cf_fM3Long:,origin_cf_fM3Trans:,origin_cf_fAlpha:,origin_cf_fDist:,origin_cf_target,running_time,Found,ground_truth,prediction
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.34967889398,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,31.4711004582,55.5175,N,0.04448294639587402,Y,1.0,Y
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.08141688150872932,0.036298960145408024,0.977075696,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.3515002131,0.10972540980953245,N,31.142399999999995,9.3064,5.245770003872,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,31.635019179,55.5175,N,0.014053106307983398,Y,1.0,Y
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.81834464,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.02781815273,0.10972540980953245,N,31.142399999999995,9.3064,2.6739,0.4767,0.5213400322880001,-3.7894000000000205,21.094799999999992,-4.235900000000018,2.5036337456999997,55.5175,N,0.015056133270263672,Y,1.0,Y
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.648474791,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.2310949,0.5227765338667417,0.5996322222222222,0.10972540980953245,N,218.2111184647585,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,-201.6213438526,-4.235900000000018,53.966899999999995,55.5175,N,0.014489173889160156,Y,1.0,Y
0,0.08141688150872932,0.036298960145408024,0.2166173861620343,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.5996322222222222,0.10972540980953245,1.0,31.142399999999995,9.3064,2.6739,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,53.966899999999995,55.5175,1.0,0.08141688150872932,0.7,0.097559486,0.5267704899397522,0.4370975341605151,0.4922531326584843,0.6265243436915199,0.5227765338667417,0.36335970159,0.10972540980953245,N,31.142399999999995,179.4674,2.271246181652,0.4767,0.2786,-3.7894000000000205,21.094799999999992,-4.235900000000018,32.7023731431,55.5175,N,0.014181852340698242,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.156056247,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8845178,0.7923222222222223,0.6888939512630939,N,55.765441519694505,142.458,3.6309,0.131,0.0661,-195.688,-219.973,135.30423792346,71.309,341.788,N,0.013811111450195312,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.7240927753956959,0.5556474323470446,0.999309967,0.13379561214050242,0.65136568,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,N,243.157,142.458,5.3209663083939995,0.131,0.415024528456,-195.688,-219.973,125.38100000000001,71.309,341.788,N,0.01342010498046875,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.7240927753956959,0.5556474323470446,0.907071124,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.55905223,N,243.157,142.458,5.009014541368001,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,277.61004176083196,N,0.01336812973022461,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.7240927753956959,0.5556474323470446,0.983908855,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,N,243.157,142.458,5.26887974761,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,N,0.015991926193237305,Y,1.0,Y
0,0.7240927753956959,0.5556474323470446,0.49958604376108806,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,1.0,243.157,142.458,3.6309,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,1.0,0.900264139,0.5556474323470446,0.868217791,0.13379561214050242,0.10334537458771792,0.28424359038145586,0.19851178745299397,0.8587929820086135,0.7923222222222223,0.6888939512630939,N,301.2747877391965,142.458,4.877612569162,0.131,0.0661,-195.688,-219.973,125.38100000000001,71.309,341.788,N,0.01372218132019043,Y,1.0,Y
