,scaled_input_x1,scaled_input_x5,scaled_input_x6,scaled_input_x7,scaled_input_x8,scaled_input_x9,scaled_input_x10,scaled_input_x11,scaled_input_x12,scaled_input_x13,scaled_input_x14,scaled_input_x15,scaled_input_x16,scaled_input_x17,scaled_input_x18,scaled_input_x19,scaled_input_x20,scaled_input_x21,scaled_input_x22,scaled_input_x23,scaled_input_target,origin_input_x1,origin_input_x5,origin_input_x6,origin_input_x7,origin_input_x8,origin_input_x9,origin_input_x10,origin_input_x11,origin_input_x12,origin_input_x13,origin_input_x14,origin_input_x15,origin_input_x16,origin_input_x17,origin_input_x18,origin_input_x19,origin_input_x20,origin_input_x21,origin_input_x22,origin_input_x23,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_x1,scaled_cf_x5,scaled_cf_x6,scaled_cf_x7,scaled_cf_x8,scaled_cf_x9,scaled_cf_x10,scaled_cf_x11,scaled_cf_x12,scaled_cf_x13,scaled_cf_x14,scaled_cf_x15,scaled_cf_x16,scaled_cf_x17,scaled_cf_x18,scaled_cf_x19,scaled_cf_x20,scaled_cf_x21,scaled_cf_x22,scaled_cf_x23,scaled_cf_target,origin_cf_x1,origin_cf_x5,origin_cf_x6,origin_cf_x7,origin_cf_x8,origin_cf_x9,origin_cf_x10,origin_cf_x11,origin_cf_x12,origin_cf_x13,origin_cf_x14,origin_cf_x15,origin_cf_x16,origin_cf_x17,origin_cf_x18,origin_cf_x19,origin_cf_x20,origin_cf_x21,origin_cf_x22,origin_cf_x23,origin_cf_target
0,0.12162162162162163,0.3148148148148149,0.2,0.2222222222222222,0.2,0.4,0.2,0.2,0.15180644891149256,0.2285636062274315,0.20204586491635354,0.22457706626132723,0.20039390847498548,0.44733171041606795,0.012435993486350437,0.017757971885497114,0.00022510225389618473,0.0055723971952884544,0.0060121055527644195,0.005137459189734161,N,100000.00000000001,38.0,0.0,0.0,0.0,2.0,0.0,0.0,87181.0,84668.0,83898.0,77260.0,68173.0,66681.99999999999,4017.0,7120.999999999999,94.0,2408.0,2513.0,2716.0,N,23.033962965011597,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.12162162162162163,0.3148148148148149,0.2,0.2222222222222222,0.2,0.4,0.2,0.2,0.15180644891149256,0.2285636062274315,0.20204586491635354,0.22457706626132723,0.20039390847498548,0.44733171041606795,0.012435993486350437,0.017757971885497114,0.00022510225389618473,0.0055723971952884544,0.0060121055527644195,0.005137459189734161,N,100000.00000000001,38.0,0.0,0.0,0.0,2.0,0.0,0.0,87181.0,84668.0,83898.0,77260.0,68173.0,66681.99999999999,4017.0,7120.999999999999,94.0,2408.0,2513.0,2716.0,N,23.044234037399292,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.12162162162162163,0.3148148148148149,0.2,0.2222222222222222,0.2,0.4,0.2,0.2,0.15180644891149256,0.2285636062274315,0.20204586491635354,0.22457706626132723,0.20039390847498548,0.44733171041606795,0.012435993486350437,0.017757971885497114,0.00022510225389618473,0.0055723971952884544,0.0060121055527644195,0.005137459189734161,N,100000.00000000001,38.0,0.0,0.0,0.0,2.0,0.0,0.0,87181.0,84668.0,83898.0,77260.0,68173.0,66681.99999999999,4017.0,7120.999999999999,94.0,2408.0,2513.0,2716.0,N,23.039912939071655,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.12162162162162163,0.3148148148148149,0.2,0.2222222222222222,0.2,0.4,0.2,0.2,0.15180644891149256,0.2285636062274315,0.20204586491635354,0.22457706626132723,0.20039390847498548,0.44733171041606795,0.012435993486350437,0.017757971885497114,0.00022510225389618473,0.0055723971952884544,0.0060121055527644195,0.005137459189734161,N,100000.00000000001,38.0,0.0,0.0,0.0,2.0,0.0,0.0,87181.0,84668.0,83898.0,77260.0,68173.0,66681.99999999999,4017.0,7120.999999999999,94.0,2408.0,2513.0,2716.0,N,23.047332048416138,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.12162162162162163,0.3148148148148149,0.2,0.2222222222222222,0.2,0.4,0.2,0.2,0.15180644891149256,0.2285636062274315,0.20204586491635354,0.22457706626132723,0.20039390847498548,0.44733171041606795,0.012435993486350437,0.017757971885497114,0.00022510225389618473,0.0055723971952884544,0.0060121055527644195,0.005137459189734161,N,100000.00000000001,38.0,0.0,0.0,0.0,2.0,0.0,0.0,87181.0,84668.0,83898.0,77260.0,68173.0,66681.99999999999,4017.0,7120.999999999999,94.0,2408.0,2513.0,2716.0,N,22.993247270584106,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.013513513513513513,0.38888888888888884,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.0409039813702407,0.13057479429349433,0.10182086017695814,0.13423031499477295,0.11235982927325375,0.3772588993449976,0.004643761570705914,0.0034912457014037303,0.002416257172140962,0.0007104343600305463,0.0028708820785186247,0.0,N,20000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18317.0,18454.99999999999,19399.0,19962.000000000004,14938.000000000004,3038.999999999997,1500.0,1400.0,1009.0,307.0,1200.0,0.0,N,23.010853052139282,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.013513513513513513,0.38888888888888884,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.0409039813702407,0.13057479429349433,0.10182086017695814,0.13423031499477295,0.11235982927325375,0.3772588993449976,0.004643761570705914,0.0034912457014037303,0.002416257172140962,0.0007104343600305463,0.0028708820785186247,0.0,N,20000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18317.0,18454.99999999999,19399.0,19962.000000000004,14938.000000000004,3038.999999999997,1500.0,1400.0,1009.0,307.0,1200.0,0.0,N,23.05778217315674,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.013513513513513513,0.38888888888888884,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.0409039813702407,0.13057479429349433,0.10182086017695814,0.13423031499477295,0.11235982927325375,0.3772588993449976,0.004643761570705914,0.0034912457014037303,0.002416257172140962,0.0007104343600305463,0.0028708820785186247,0.0,N,20000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18317.0,18454.99999999999,19399.0,19962.000000000004,14938.000000000004,3038.999999999997,1500.0,1400.0,1009.0,307.0,1200.0,0.0,N,23.05994200706482,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.013513513513513513,0.38888888888888884,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.0409039813702407,0.13057479429349433,0.10182086017695814,0.13423031499477295,0.11235982927325375,0.3772588993449976,0.004643761570705914,0.0034912457014037303,0.002416257172140962,0.0007104343600305463,0.0028708820785186247,0.0,N,20000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18317.0,18454.99999999999,19399.0,19962.000000000004,14938.000000000004,3038.999999999997,1500.0,1400.0,1009.0,307.0,1200.0,0.0,N,23.101208925247192,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.013513513513513513,0.38888888888888884,0.2,0.2222222222222222,0.2,0.2,0.2,0.2,0.0409039813702407,0.13057479429349433,0.10182086017695814,0.13423031499477295,0.11235982927325375,0.3772588993449976,0.004643761570705914,0.0034912457014037303,0.002416257172140962,0.0007104343600305463,0.0028708820785186247,0.0,N,20000.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,18317.0,18454.99999999999,19399.0,19962.000000000004,14938.000000000004,3038.999999999997,1500.0,1400.0,1009.0,307.0,1200.0,0.0,N,23.083513975143433,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
