,scaled_input_lepton_pT,scaled_input_lepton_eta,scaled_input_lepton_phi,scaled_input_missing_energy_magnitude,scaled_input_missing_energy_phi,scaled_input_jet_1_pt,scaled_input_jet_1_eta,scaled_input_jet_1_phi,scaled_input_jet_2_pt,scaled_input_jet_2_eta,scaled_input_jet_2_phi,scaled_input_jet_3_pt,scaled_input_jet_3_eta,scaled_input_jet_3_phi,scaled_input_jet_4_pt,scaled_input_jet_4_eta,scaled_input_jet_4_phi,scaled_input_m_jj,scaled_input_m_jjj,scaled_input_m_lv,scaled_input_m_jlv,scaled_input_m_bb,scaled_input_m_wbb,scaled_input_m_wwbb,scaled_input_target,origin_input_lepton_pT,origin_input_lepton_eta,origin_input_lepton_phi,origin_input_missing_energy_magnitude,origin_input_missing_energy_phi,origin_input_jet_1_pt,origin_input_jet_1_eta,origin_input_jet_1_phi,origin_input_jet_2_pt,origin_input_jet_2_eta,origin_input_jet_2_phi,origin_input_jet_3_pt,origin_input_jet_3_eta,origin_input_jet_3_phi,origin_input_jet_4_pt,origin_input_jet_4_eta,origin_input_jet_4_phi,origin_input_m_jj,origin_input_m_jjj,origin_input_m_lv,origin_input_m_jlv,origin_input_m_bb,origin_input_m_wbb,origin_input_m_wwbb,origin_input_target,running_time,Found,ground_truth,prediction,scaled_cf_lepton_pT,scaled_cf_lepton_eta,scaled_cf_lepton_phi,scaled_cf_missing_energy_magnitude,scaled_cf_missing_energy_phi,scaled_cf_jet_1_pt,scaled_cf_jet_1_eta,scaled_cf_jet_1_phi,scaled_cf_jet_2_pt,scaled_cf_jet_2_eta,scaled_cf_jet_2_phi,scaled_cf_jet_3_pt,scaled_cf_jet_3_eta,scaled_cf_jet_3_phi,scaled_cf_jet_4_pt,scaled_cf_jet_4_eta,scaled_cf_jet_4_phi,scaled_cf_m_jj,scaled_cf_m_jjj,scaled_cf_m_lv,scaled_cf_m_jlv,scaled_cf_m_bb,scaled_cf_m_wbb,scaled_cf_m_wwbb,scaled_cf_target,origin_cf_lepton_pT,origin_cf_lepton_eta,origin_cf_lepton_phi,origin_cf_missing_energy_magnitude,origin_cf_missing_energy_phi,origin_cf_jet_1_pt,origin_cf_jet_1_eta,origin_cf_jet_1_phi,origin_cf_jet_2_pt,origin_cf_jet_2_eta,origin_cf_jet_2_phi,origin_cf_jet_3_pt,origin_cf_jet_3_eta,origin_cf_jet_3_phi,origin_cf_jet_4_pt,origin_cf_jet_4_eta,origin_cf_jet_4_phi,origin_cf_m_jj,origin_cf_m_jjj,origin_cf_m_lv,origin_cf_m_jlv,origin_cf_m_bb,origin_cf_m_wbb,origin_cf_m_wwbb,origin_cf_target
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,Y,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,Y,30.630900144577026,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,Y,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,Y,30.589558124542236,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,Y,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,Y,30.50716209411621,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,Y,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,Y,30.57900094985962,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03118117038723727,0.15200001899576443,0.7246183398378867,0.11381188345095723,0.0766733057303347,0.04499666467256347,0.8342781123334844,0.37136811995208896,0.07394098565998106,0.4966655675387198,0.32616016829370664,0.043066753294133536,0.8417805689664366,0.0789533672241221,0.15114545627424242,0.6762254269904725,0.8096205352509609,0.019591396745627057,0.02580306074335745,0.10747638558668783,0.050139860349348496,0.0021299182752552827,0.016818965166114,0.10320427852718836,Y,0.5389617681503295,-1.6947597265243532,0.7833259105682372,1.1279355287551882,-1.4765640497207642,0.5141913294792176,1.985385656356811,-0.44787693023681646,0.958377480506897,-0.019367201253771685,-0.6055252552032472,0.7326922416687012,1.8661826848983758,-1.466920018196106,1.870097160339356,0.8806663155555725,1.079697489738464,0.877392590045929,0.7831673622131347,0.988630175590515,0.7093002796173096,0.0790380984544753,0.5208770036697388,1.190465211868286,Y,30.649574756622314,N,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,N,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,N,18.06739592552185,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,1.3899798,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,N,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,N,18.03740096092224,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,1.3899798,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,N,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,N,18.017838954925537,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,1.3899798,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,N,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,N,18.02507996559143,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,1.3899798,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.06177931574170751,0.404799991001491,0.21059537815680707,0.09824160818004485,0.6579930501265545,0.07378251704613895,0.46298767502155413,0.8990797890297946,0.07077087235446203,0.48666223434891726,0.507974145036594,0.05736858682919645,0.6697232186888785,0.0028652692343293373,0.012200188419040768,0.7514171525103671,0.4519132633389822,0.017278769746487455,0.03378118002356098,0.13503177412420697,0.06736322354070753,0.055272986991719376,0.041583416561080666,0.05042335081131995,N,0.7982856631278988,-0.46366330981254567,-1.0084266662597656,0.9737945199012756,0.5506048202514648,0.751362383365631,-0.21985648572444916,1.3899798393249514,0.9253907203674318,-0.07764961570501312,0.028195809572935274,0.888468325138092,0.9268060326576234,-1.732083439826965,0.4868142902851105,1.2562695741653442,-0.1672926396131515,0.7846548557281496,0.9435951709747316,1.204872012138367,0.87010782957077,0.7473764419555663,0.797332525253296,0.7676488161087037,N,18.05099105834961,Y,N,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8990798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,1.3899798,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.12789894692246298,0.2828000060316448,0.5975925651446543,0.1494866197825842,0.6257420233039648,0.11538803429484236,0.32294100518287705,0.252459743957636,0.045978680660655975,0.2605868920469884,0.12829922401618404,0.042599160444088804,0.40546848945281533,0.7925882422401225,0.04239505051317261,0.44014673369894586,0.887141247148014,0.020032723127800592,0.03806872419042219,0.1088683749993684,0.069163480824424,0.07238500832320167,0.06184876824451237,0.06216527502875123,N,1.3586595058441162,-1.0577841997146606,0.34054654836654663,1.481104612350464,0.43813955783844016,1.0941566228866575,-1.0516495704650881,-0.8619980812072755,0.6674144268035889,-1.3948322534561155,-1.2951787710189822,0.7275992035865781,-0.5159380435943604,1.0200637578964231,0.7874221205711363,-0.29861140251159657,1.3499395847320557,0.8950900435447694,1.029811143875122,0.9995538592338563,0.8869161009788511,0.9625808000564576,1.023562788963318,0.8617107868194579,N,18.152644157409668,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,-1.7412374,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
0,0.12789894692246298,0.2828000060316448,0.5975925651446543,0.1494866197825842,0.6257420233039648,0.11538803429484236,0.32294100518287705,0.252459743957636,0.045978680660655975,0.2605868920469884,0.12829922401618404,0.042599160444088804,0.40546848945281533,0.7925882422401225,0.04239505051317261,0.44014673369894586,0.887141247148014,0.020032723127800592,0.03806872419042219,0.1088683749993684,0.069163480824424,0.07238500832320167,0.06184876824451237,0.06216527502875123,N,1.3586595058441162,-1.0577841997146606,0.34054654836654663,1.481104612350464,0.43813955783844016,1.0941566228866575,-1.0516495704650881,-0.8619980812072755,0.6674144268035889,-1.3948322534561155,-1.2951787710189822,0.7275992035865781,-0.5159380435943604,1.0200637578964231,0.7874221205711363,-0.29861140251159657,1.3499395847320557,0.8950900435447694,1.029811143875122,0.9995538592338563,0.8869161009788511,0.9625808000564576,1.023562788963318,0.8617107868194579,N,18.1321918964386,Y,Y,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,0.27469665,-2.4349759,-1.7425083,0.0012323569,-1.7439381,0.1434569,-2.9697251,-1.7412374,0.18898115,-2.9130895,-1.7423717,0.26360762,-2.729663,-1.7420688,0.36535412,-2.4972649,-1.7426908,0.0917658,0.26430717,0.14520563,0.24116476,0.052251805,0.33312014,0.36371845,Y
